Column,id,title,publication,date
107590,161028,Trump Is Bringing His Love-Excoriate Relationship With Media Into Office,NPR,2017-01-14T00:00:00Z
107591,161029,The Thinking Behind NPR’s Reporting On The Trump Dossier ,NPR,2017-01-13T00:00:00Z
107592,161030,Trump Won. The Media Lost. What Next?,NPR,2016-11-09T00:00:00Z
107596,161035,Trump Team: Adviser Spoke To Russia Official The Day U.S. Sanctions Were Announced,NPR,2017-01-14T00:00:00Z
107599,161038,A Trump Swing Voter Looks Ahead,NPR,2017-01-14T00:00:00Z
107608,161051,Security Will Be Massive At Trump’s Inauguration,NPR,2017-01-15T00:00:00Z
107621,161076,"European Leaders Worried By Trump’s Comments On NATO, EU",NPR,2017-01-16T00:00:00Z
107628,161084,Trump Pressures Congress To Replace Obamacare Quickly,NPR,2017-01-16T00:00:00Z
107632,161090,CHART: The Status Of Trump Administration’s Key Members,NPR,2016-11-18T00:00:00Z
107642,161106,Trump Fires Back After Polls Show His Favorability Ratings In The Basement,NPR,2017-01-17T00:00:00Z
107643,161107,Putin Accuses Obama Administration Of Trying To Undermine Trump’s Legitimacy,NPR,2017-01-17T00:00:00Z
107656,161120,Trump And China: Intentionally Provocative Or Unprepared?,NPR,2017-01-17T00:00:00Z
107673,161137,"6 Senators Assessing Trump’s HHS Nominee Own Health Care Stocks, Too",NPR,2017-01-18T00:00:00Z
107675,161139,See George H.W. Bush’s Apology To Donald Trump For Missing The Inauguration,NPR,2017-01-18T00:00:00Z
107683,161148,Unclear Role Of Trump’s Special Advisers Has Some Concerned,NPR,2017-01-18T00:00:00Z
107693,161159,Can Trump’s Pick For Attorney General Serve Independently From The White House? ,NPR,2017-01-18T00:00:00Z
107697,161164,"After Trump’s Election, A Nonpracticing Muslim Returns To Prayer",NPR,2017-01-18T00:00:00Z
107698,161165,"The America Donald Trump Is Inheriting, By The Numbers",NPR,2017-01-19T00:00:00Z
107699,161166,Trump Inherits Guantanamo’s Remaining Detainees,NPR,2017-01-19T00:00:00Z
107700,161167,"In U.S. Ethics Chief, An Unlikely Gadfly To Trump",NPR,2017-01-19T00:00:00Z
107707,161175,Trump’s Washington Hotel Draws Protesters — And Ethics Concerns,NPR,2017-01-19T00:00:00Z
107708,161176,Trump Talks Up His Luxury Hotel; Ethics Expert Pounces,NPR,2017-01-19T00:00:00Z
107710,161178,"For The Inauguration, Trump’s Music Picks Look A Lot Like Richard Nixon’s",NPR,2017-01-19T00:00:00Z
107715,161183,Trump Treasury Nominee Defends Profiting From Foreclosure Crisis,NPR,2017-01-19T00:00:00Z
107724,161192,Boeing To Start Trump Era With New Wave Of Downsizing,NPR,2017-01-19T00:00:00Z
107726,161194,"After 8 Years Of Unbroken War, Obama Hands Over Conflicts To Trump",NPR,2017-01-18T00:00:00Z
107727,161200,"In Inaugural Address, Trump Decries ’Carnage’ And Promises ’America First’",NPR,2017-01-20T00:00:00Z
107728,161201,Live Coverage: Donald Trump’s Presidential Inauguration,NPR,2017-01-20T00:00:00Z
107729,161202,"President Trump’s Inaugural Address, Annotated",NPR,2017-01-20T00:00:00Z
107731,161205,"PHOTOS: As World Watches Trump Become President, Protests And Some Celebrations",NPR,2017-01-20T00:00:00Z
107732,161206,"On The Day Of White House Transitions, Twitter Shifts @POTUS To Donald Trump",NPR,2017-01-20T00:00:00Z
107733,161207,"Donald Trump And Mike Pence, The Odd Couple In The White House",NPR,2017-01-20T00:00:00Z
107739,161214,Donald Trump’s Been Saying The Same Thing For 30 Years,NPR,2017-01-20T00:00:00Z
107742,161218,"As Trump Takes Office, He Still Faces Questions About Conflicts Of Interest",NPR,2017-01-20T00:00:00Z
107743,161219,Donald Trump Has Plans To Hit The Ground Running. Here’s What He Wants To Do,NPR,2017-01-20T00:00:00Z
